año;mes;id_vu;razon_social;rut_razon_social;nombre_establecimiento;rubro;rubro_id;ciiu4;ciiu4_id;ciiu6;ciiu6_id;region;region_id;provincia;comuna;codigo_unico_territorial;latitud;longitud;rol_establecimiento;declaracion_id;tipo_recepcion;cantidad_toneladas;tratamiento_n1_id;tratamiento_n1_name;tratamiento_n2_id;tratamiento_n2_name;tratamiento_n3_id;tratamiento_n3_name;ler;ler_numero;ler_capitulo;ler_numero_capitulo;ler_subcapitulo;ler_numero_subcapitulo;trazabilidad__id_vu;trazabilidad__nombre_establecimiento;trazabilidad__razon_social;trazabilidad__comuna;trazabilidad__region;trazabilidad__pais
2014;0;5402209;ADM.CENTRO COM.ALTO LAS CONDES LTDA;78408990-8;S511;Comercio minorista;;Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecomunicaciones en comercios especializados;G4741;Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecom.;G474100;Metropolitana de Santiago;13;Santiago;Providencia;13123;-33,41774125;-70,60733776;Generador Industrial;;;400,87;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;4586132;ASERRADEROS ARAUCO S A;96565750-9;ASERRADEROS ARAUCO S.A. PLANTA ASERRADERO CHOLGUÁN;Industria de la madera y silvicultura;;Aserrado y acepilladura de madera;C1610;Aserrado y acepilladura de madera;C161000;Ñuble;16;Diguillín;Yungay;16109;-37,12201892;-72,01315931;Generador Industrial;;;400,21;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos no especificados en otra categoría;30199;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la transformación de la madera y de la producción de tableros y muebles;1;244575;ECOBIO;ECOBIO SA;Chillán Viejo;Ñuble;Chile
2014;0;4585684;ALIMENTOS AGROSUPER LIMITADA;88680500-4;PLANTA DE ALIMENTOS LONGOVILO;Otras industrias manufactureras;;Elaboración de piensos preparados para animales;C1080;Elaboración de piensos preparados para animales;C108000;Metropolitana de Santiago;13;Melipilla;San Pedro;13505;-33,90251923;-71,41249555;Generador Industrial;;;400;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;88814;SOC PUNTA DEL COBRE S A;96561560-1;SOC PUNTA DEL COBRE S A;Minería;;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;Atacama;3;Copiapó;Tierra Amarilla;3103;-27,46716959;-70,26521976;Generador Industrial;;;400;;;;;;;Residuos no especificados en otra categoría;10399;Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;1;Residuos de la transformación física y química de minerales metálicos;3;;;AQUILES CÁCERES E HIJO LTDA;;;
2014;0;5441839;SALMONES CAMANCHACA S A;76065596-1;PROCESOS PRIMARIOS SAN JOSÉ;Pesca y acuicultura;;Acuicultura marina;A0321;Servicios relacionados con la acuicultura marina;A032140;Los Lagos;10;Llanquihue;Calbuco;10102;-41,78456859;-73,19163998;Generador Industrial;;;400;1;Eliminación;3;Disposición final;12;Vertedero;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;59355;EL EMPALME;REXIN S.A.;Puerto Montt;Los Lagos;Chile
2014;0;322281;MADERAS ARAUCO S A;96510970-6;322281;Industria de la madera y silvicultura;;Fabricación de hojas de madera para enchapado y tableros a base de madera;C1621;Fabricación de hojas de madera para enchapado y tableros a base de madera;C162100;Ñuble;16;Itata;Ranquil;16206;-36,66382881;-72,48360144;Generador Industrial;;;399,99;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos no especificados en otra categoría;30199;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la transformación de la madera y de la producción de tableros y muebles;1;244575;ECOBIO;ECOBIO SA;Chillán Viejo;Ñuble;Chile
2014;0;4588620;ADM.CENTRO COM.ALTO LAS CONDES LTDA;78408990-8;S512;Comercio minorista;;Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecomunicaciones en comercios especializados;G4741;Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecom.;G474100;Metropolitana de Santiago;13;Santiago;La Reina;13113;-33,44999955;-70,55000002;Generador Industrial;;;399,98;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;5441823;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Lagos;10;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;Generador Industrial;;;399,8;;;;;;;Residuos no especificados en otra categoría;20299;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;;;SALMONOIL S.A;;;
2014;0;245725;ABARROTES ECONOMICOS S.A.;76833720-9;SUPER BODEGA ACUENTA TALCA TERMINAL;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Maule;7;Talca;Talca;7101;-35,43175299;-71,64831298;Generador Industrial;;;398,2;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos voluminosos (incluidos muebles);200307;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;6054;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;3853;COMAFRI S A;96569370-K;COMAFRI S.A.;Otras industrias manufactureras;;Elaboración y conservación de carne;C1010;Explotación de mataderos de bovinos, ovinos, equinos, caprinos, porcinos y camélidos;;Libertador General Bernardo O'Higgins;6;Cachapoal;Rancagua;6101;-34,16240069;-70,75538194;Generador Industrial;;;397,52;1;Eliminación;3;Disposición final;11;Relleno sanitario;Lodos del tratamiento in situ de efluentes;20204;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;1248;WENCO S A;92147000-2;WENCO S.A.;Industria química, de plástico y caucho;;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;Metropolitana de Santiago;13;Santiago;Huechuraba;13107;-33,38934135;-70,60183722;Generador Industrial;;;397;2;Valorización;;;;;Residuos no especificados en otra categoría;30399;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la producción y transformación de pasta de papel, papel y cartón;3;5461360;ECOLOGICA SA;ECO LOGICA S A;Lampa;Metropolitana de Santiago;Chile
2014;0;2549;CMPC MADERAS S A;95304000-K;ASERRADERO MULCHEN;Industria de la madera y silvicultura;;"Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables";C1629;Fabricación de otros productos de madera, de artículos de corcho, paja y materiales trenzables;C162900;Biobío;8;Biobío;Mulchén;8305;-37,70345538;-72,2594054;Generador Industrial;;;396,82;1;Eliminación;3;Disposición final;11;Relleno sanitario;Cenizas de fondo de horno y escorias distintas de las especificadas en el código 19 01 11;190112;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;Residuos de la incineración o pirólisis de residuos;1;33161;PLANTA COPIULEMU;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;506261;ABARROTES ECONOMICOS S.A.;76833720-9;SUPER BODEGA ACUENTA JAIME GUZMAN;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Metropolitana de Santiago;13;Santiago;Renca;13128;-33,40203795;-70,70216138;Generador Industrial;;;396,5;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos voluminosos (incluidos muebles);200307;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;5458318;RENDIC HERMANOS S A;81537600-5;GOMEZ CARREÑO;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Biobío;8;Concepción;Talcahuano;8110;-36,75018266;-73,0932112;Generador Industrial;;;396;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;1361524;COCA COLA EMBONOR S A;93281000-K;PLANTA TEMUCO;Otras industrias manufactureras;;"Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";C1104;Elaboración de bebidas no alcohólicas;C110401;La Araucanía;9;Cautín;Temuco;9101;-38,75706163;-72,64478905;Generador Industrial;;;395,8;2;Valorización;8;Reciclaje;19;Reciclaje de vidrio;Residuos no especificados en otra categoría;20799;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago;Chile
2014;0;2876728;CENCOSUD RETAIL S.A.;81201000-K;JUMBO LA SERENA;Comercio minorista;;Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados;G4759;Venta al por menor de muebles y colchones en comercios especializados;G475901;Coquimbo;4;Elqui;La Serena;4101;-29,90630465;-71,25020565;Generador Industrial;;;393,73;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5461854;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL S A;San Joaquín;Metropolitana de Santiago;Chile
2014;0;5453663;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;HTTP://WWW.CODELCO.CL;Minería;;Explotación de otras minas y canteras n.c.p.;B0899;Explotación de otras minas y canteras n.c.p.;B089900;Antofagasta;2;Antofagasta;Sierra Gorda;2103;-23,47537051;-68,74952842;Generador Industrial;;;392;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;5453663;HTTP://WWW.CODELCO.CL;CORP NACIONAL DEL COBRE DE CHILE;Santiago;Metropolitana de Santiago;Chile
2014;0;323266;CENCOSUD RETAIL S.A.;81201000-K;SISA 845;Comercio minorista;;Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados;G4759;Venta al por menor de muebles y colchones en comercios especializados;G475901;Coquimbo;4;Elqui;Coquimbo;4102;-29,97131457;-71,30270922;Generador Industrial;;;392;;;;;;;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;;;ECOSER S.A.;;;
2014;0;5464802;CENCOSUD RETAIL S.A.;81201000-K;J775 JUMBO NUNOA;Comercio minorista;;Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados;G4759;Venta al por menor de muebles y colchones en comercios especializados;G475901;Metropolitana de Santiago;13;Santiago;Ñuñoa;13120;-33,46425833;-70,59823235;Generador Industrial;;;391,78;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5461854;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL S A;San Joaquín;Metropolitana de Santiago;Chile
2014;0;5460721;ADMINISTRADORA DE SUPERMERCADOS HIPER LIMITADA;76134941-4;LIDER  DEPARTAMENTAL;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Metropolitana de Santiago;13;Santiago;La Florida;13110;-33,51171703;-70,59087951;Generador Industrial;;;391,1;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos voluminosos (incluidos muebles);200307;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;5464319;CENCOSUD RETAIL S.A.;81201000-K;JOHNSON CONCEPCION;Otras actividades;;Actividades inmobiliarias realizadas con bienes propios o arrendados;L6810;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;L681011;Biobío;8;Concepción;Concepción;8101;-36,82536607;-73,04897813;Generador Industrial;;;390;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;245109;SOC CONTRACTUAL MINERA EL ABRA;96701340-4;SOCIEDAD CONTRACTUAL MINERA EL ABRA;Minería;;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;Antofagasta;2;El Loa;Calama;2201;-22,03584853;-68,63060369;Generador Industrial;;;390;;;;;;;Residuos no especificados en otra categoría;10399;Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;1;Residuos de la transformación física y química de minerales metálicos;3;;;ACEROS CHILE S.A.;;;
2014;0;1095943;KIMBERLY-CLARK CHILE S.A.;96888460-3;PLANTA SANTIAGO;Industria del papel y celulosa;;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C1702;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C170200;Metropolitana de Santiago;13;Chacabuco;Colina;13301;-33,30180084;-70,70996272;Generador Industrial;;;389,4;1;Eliminación;3;Disposición final;11;Relleno sanitario;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
